id	updated_at	exported_at	facility_id	type	date	critical_violations	non_critical_violations
280	2013-03-05 15:10:09	0000-00-00 00:00:00	224	Follow-up Inspection	2013-01-11	0	1
281	2013-03-05 15:10:12	0000-00-00 00:00:00	225	Standard Inspection	2013-01-16	0	0
282	2013-03-05 15:10:14	0000-00-00 00:00:00	226	Standard Inspection	2013-02-01	0	0
283	2013-03-05 15:10:17	0000-00-00 00:00:00	227	Standard Inspection	2013-02-11	0	0
284	2013-03-05 15:10:19	0000-00-00 00:00:00	228	Complaint Inspection	2013-01-29	0	0
285	2013-03-05 15:10:25	2013-04-15 04:28:26	229	Standard Inspection	2013-02-22	0	0
286	2013-03-05 15:10:28	2013-04-15 04:28:27	230	Standard Inspection	2013-03-04	2	2
287	2013-03-05 15:10:32	2013-04-15 04:28:27	231	Standard Inspection	2013-02-25	1	2
288	2013-03-05 15:10:36	2013-04-15 04:28:28	232	Follow-up Inspection	2013-02-22	0	0
289	2013-03-05 15:10:36	0000-00-00 00:00:00	232	Standard Inspection	2013-02-06	1	2
290	2013-03-05 15:10:39	0000-00-00 00:00:00	233	Complaint Inspection	2013-01-24	0	0
291	2013-03-05 15:10:41	2013-04-15 04:28:28	234	Follow-up Inspection	2013-02-19	0	1
292	2013-03-05 15:10:41	0000-00-00 00:00:00	234	Standard Inspection	2013-02-12	4	3
293	2013-03-05 15:10:45	2013-04-15 04:28:29	235	Follow-up Inspection	2013-02-15	0	1
294	2013-03-05 15:10:45	2013-04-15 04:28:29	235	Standard Inspection	2013-02-14	4	2
295	2013-03-05 15:10:49	0000-00-00 00:00:00	236	Follow-up Inspection	2013-01-16	0	0
296	2013-03-05 15:10:49	0000-00-00 00:00:00	236	Follow-up Inspection	2013-01-11	0	1
297	2013-03-05 15:10:50	0000-00-00 00:00:00	237	Standard Inspection	2013-01-09	0	0
298	2013-03-05 15:10:51	0000-00-00 00:00:00	238	Standard Inspection	2013-01-11	1	3
299	2013-03-05 15:10:55	2013-04-15 04:28:30	239	Follow-up Inspection	2013-03-01	0	0
300	2013-03-05 15:10:55	2013-04-15 04:28:30	239	Standard Inspection	2013-02-26	1	2
301	2013-03-05 15:10:56	0000-00-00 00:00:00	240	Standard Inspection	2013-02-11	0	2
302	2013-03-05 15:10:59	0000-00-00 00:00:00	241	Standard Inspection	2013-01-08	0	2
303	2013-03-05 15:11:01	0000-00-00 00:00:00	242	Complaint Inspection	2013-01-16	0	0
304	2013-03-05 15:11:04	2013-04-15 04:28:31	243	Complaint Inspection	2013-02-28	0	0
305	2013-03-05 15:11:05	0000-00-00 00:00:00	244	Standard Inspection	2013-02-06	2	1
306	2013-03-05 15:11:08	2013-04-15 04:28:32	245	Standard Inspection	2013-02-20	0	3
307	2013-03-05 15:11:10	0000-00-00 00:00:00	246	Standard Inspection	2013-02-04	0	0
308	2013-03-05 15:11:13	0000-00-00 00:00:00	247	Standard Inspection	2013-01-08	1	1
309	2013-03-05 15:11:15	2013-04-15 04:28:33	248	Standard Inspection	2013-03-05	1	1
310	2013-03-05 15:11:15	0000-00-00 00:00:00	248	Standard Inspection	2013-01-11	0	0
311	2013-03-05 15:11:18	0000-00-00 00:00:00	249	Standard Inspection	2013-02-11	0	0
312	2013-03-05 15:11:25	2013-04-15 04:28:34	250	Complaint Inspection	2013-02-14	0	0
313	2013-03-05 15:11:25	0000-00-00 00:00:00	250	Follow-up Inspection	2013-02-08	0	0
314	2013-03-05 15:11:26	0000-00-00 00:00:00	250	Follow-up Inspection	2013-02-01	0	1
315	2013-03-05 15:11:27	0000-00-00 00:00:00	250	Follow-up Inspection	2013-01-25	1	3
316	2013-03-05 15:11:27	0000-00-00 00:00:00	250	Standard and Complaint Inspection	2013-01-16	3	5
317	2013-03-05 15:11:27	0000-00-00 00:00:00	250	Standard Inspection	2013-01-16	3	5
318	2013-03-05 15:11:28	0000-00-00 00:00:00	251	Standard Inspection	2013-02-07	0	0
319	2013-03-05 15:11:31	0000-00-00 00:00:00	252	Follow-up Inspection	2013-02-08	0	0
320	2013-03-05 15:11:31	0000-00-00 00:00:00	252	Follow-up Inspection	2013-01-25	1	0
321	2013-03-05 15:11:34	0000-00-00 00:00:00	253	Standard Inspection	2013-02-12	0	4
322	2013-03-05 15:11:37	2013-04-15 04:28:34	254	Complaint Inspection	2013-03-01	0	0
323	2013-03-05 15:11:39	0000-00-00 00:00:00	255	Standard Inspection	2013-01-04	1	3
324	2013-03-05 15:11:41	2013-04-15 04:28:35	256	Standard Inspection	2013-03-04	3	0
325	2013-03-05 15:11:44	0000-00-00 00:00:00	257	Standard Inspection	2013-01-23	3	2
326	2013-03-05 15:11:46	0000-00-00 00:00:00	258	Standard Inspection	2013-01-16	0	1
327	2013-03-05 15:11:48	0000-00-00 00:00:00	259	Standard Inspection	2013-01-11	1	2
328	2013-03-05 15:11:50	2013-04-15 04:28:35	260	Standard Inspection	2013-03-04	1	1
329	2013-03-05 15:11:53	2013-04-15 04:28:36	261	Standard Inspection	2013-02-25	0	0
330	2013-03-05 15:11:55	2013-04-15 04:28:36	262	Standard Inspection	2013-02-26	0	0
331	2013-03-05 15:11:58	0000-00-00 00:00:00	263	Standard Inspection	2013-01-31	0	0
332	2013-03-05 15:12:01	0000-00-00 00:00:00	264	Standard Inspection	2013-01-25	4	7
333	2013-03-05 15:12:04	0000-00-00 00:00:00	265	30 day Inspection	2013-01-17	0	0
334	2013-03-05 15:12:06	2013-04-15 04:28:38	266	Standard Inspection	2013-02-14	4	4
335	2013-03-05 15:12:10	0000-00-00 00:00:00	267	Standard Inspection	2013-02-11	0	2
336	2013-03-05 15:12:10	0000-00-00 00:00:00	267	Standard Inspection	2013-01-29	0	2
337	2013-03-05 15:12:12	0000-00-00 00:00:00	268	Standard Inspection	2013-02-05	0	0
338	2013-03-05 15:12:14	2013-04-15 04:28:38	269	Standard Inspection	2013-02-20	2	3
339	2013-03-05 15:12:16	0000-00-00 00:00:00	270	Standard Inspection	2013-02-04	0	0
340	2013-03-05 15:12:20	2013-04-15 04:28:38	271	Follow-up Inspection	2013-02-19	0	2
341	2013-03-05 15:12:20	2013-04-15 04:28:40	271	Standard Inspection	2013-02-15	5	3
342	2013-03-05 15:12:23	2013-04-15 04:28:43	272	Standard Inspection	2013-02-25	3	7
343	2013-03-05 15:12:27	2013-04-15 04:28:43	273	Standard Inspection	2013-03-01	0	0
344	2013-03-05 15:12:29	0000-00-00 00:00:00	274	Standard Inspection	2013-01-16	0	1
345	2013-03-05 15:12:32	0000-00-00 00:00:00	275	Standard Inspection	2013-01-17	0	0
346	2013-03-05 15:12:34	2013-04-15 04:28:44	276	Standard Inspection	2013-03-05	0	0
347	2013-03-05 15:12:36	0000-00-00 00:00:00	277	Standard Inspection	2013-01-11	4	0
348	2013-03-05 15:12:39	2013-04-15 04:28:45	278	Standard Inspection	2013-02-14	1	2
349	2013-03-05 15:12:41	0000-00-00 00:00:00	279	Standard Inspection	2013-02-06	1	1
350	2013-03-05 15:12:44	0000-00-00 00:00:00	280	Follow-up Inspection	2013-01-30	0	0
351	2013-03-05 15:12:44	0000-00-00 00:00:00	280	Follow-up Inspection	2013-01-10	1	1
352	2013-03-05 15:12:46	0000-00-00 00:00:00	281	Standard Inspection	2013-01-23	1	1
353	2013-03-05 15:12:49	0000-00-00 00:00:00	282	Standard Inspection	2013-01-17	1	0
354	2013-03-05 15:12:54	2013-04-15 04:28:45	283	Follow-up Inspection	2013-02-19	0	0
355	2013-03-05 15:12:54	0000-00-00 00:00:00	283	Standard Inspection	2013-02-04	1	0
356	2013-03-05 15:12:56	0000-00-00 00:00:00	284	Standard Inspection	2013-01-14	0	0
357	2013-03-05 15:13:00	2013-04-15 04:28:45	285	Standard Inspection	2013-03-01	0	0
358	2013-03-05 15:13:02	0000-00-00 00:00:00	286	Other Inspection	2013-01-08	0	0
359	2013-03-05 15:13:06	2013-04-15 04:28:46	287	Standard Inspection	2013-03-01	0	4
360	2013-03-05 15:13:09	0000-00-00 00:00:00	288	Standard Inspection	2013-01-18	0	2
361	2013-03-05 15:13:12	0000-00-00 00:00:00	289	Standard Inspection	2013-01-29	0	0
362	2013-03-05 15:13:14	2013-04-15 04:28:46	290	Standard Inspection	2013-02-14	1	5
363	2013-03-05 15:13:18	0000-00-00 00:00:00	291	Standard Inspection	2013-01-08	0	0
364	2013-03-05 15:13:23	2013-04-15 04:28:46	292	Follow-up Inspection	2013-02-19	1	0
365	2013-03-05 15:13:23	2013-04-15 04:28:48	292	Follow-up Inspection	2013-02-15	1	0
366	2013-03-05 15:13:24	0000-00-00 00:00:00	292	30 day Inspection	2013-02-13	4	5
367	2013-03-05 15:13:29	0000-00-00 00:00:00	293	Follow-up Inspection	2013-02-01	0	0
368	2013-03-05 15:13:29	0000-00-00 00:00:00	293	Follow-up Inspection	2013-01-25	0	1
369	2013-03-05 15:13:29	0000-00-00 00:00:00	293	Standard Inspection	2013-01-23	0	2
370	2013-03-05 15:13:32	0000-00-00 00:00:00	294	Follow-up Inspection	2013-02-07	0	0
371	2013-03-05 15:13:32	0000-00-00 00:00:00	294	Complaint Inspection	2013-02-01	0	1
372	2013-03-05 15:13:36	2013-04-15 04:28:48	295	Standard Inspection	2013-03-04	0	0
373	2013-03-05 15:13:38	0000-00-00 00:00:00	296	Standard Inspection	2013-01-07	2	2
374	2013-03-05 15:13:42	0000-00-00 00:00:00	297	Follow-up Inspection	2013-01-04	0	0
375	2013-03-05 15:13:44	2013-04-15 04:28:48	298	Standard Inspection	2013-03-04	0	0
376	2013-03-05 15:13:47	2013-04-15 04:28:49	299	Standard Inspection	2013-03-05	2	2
377	2013-03-05 15:13:50	0000-00-00 00:00:00	300	Standard Inspection	2013-01-23	2	0
378	2013-03-05 15:13:54	0000-00-00 00:00:00	301	Follow-up Inspection	2013-02-06	0	0
379	2013-03-05 15:13:54	0000-00-00 00:00:00	301	Standard Inspection	2013-02-05	5	1
380	2013-03-05 15:13:58	2013-04-15 04:28:49	302	Complaint Inspection	2013-02-22	0	0
381	2013-03-05 15:13:58	0000-00-00 00:00:00	302	Standard Inspection	2013-01-25	2	0
382	2013-03-05 15:14:01	0000-00-00 00:00:00	303	Standard Inspection	2013-01-29	4	1
383	2013-03-05 15:14:03	0000-00-00 00:00:00	304	Standard Inspection	2013-01-29	0	0
384	2013-03-05 15:14:04	0000-00-00 00:00:00	305	Standard Inspection	2013-01-29	0	0
385	2013-03-05 15:14:08	0000-00-00 00:00:00	306	Standard Inspection	2013-01-30	0	0
386	2013-03-05 15:14:11	0000-00-00 00:00:00	307	Follow-up Inspection	2013-02-08	0	0
387	2013-03-05 15:14:11	0000-00-00 00:00:00	307	Standard Inspection	2013-01-22	2	0
388	2013-03-05 15:14:12	0000-00-00 00:00:00	308	Standard Inspection	2013-01-29	0	4
389	2013-03-05 15:14:14	0000-00-00 00:00:00	309	Standard Inspection	2013-01-15	0	0
390	2013-03-05 15:14:17	0000-00-00 00:00:00	310	Standard Inspection	2013-01-15	3	1
391	2013-03-05 15:14:21	2013-04-15 04:28:50	311	Standard Inspection	2013-03-01	0	5
392	2013-03-05 15:14:23	2013-04-15 04:28:50	312	Standard Inspection	2013-02-15	0	2
393	2013-03-05 15:14:29	0000-00-00 00:00:00	313	Follow-up Inspection	2013-01-11	0	0
394	2013-03-05 15:14:29	0000-00-00 00:00:00	313	Standard Inspection	2013-01-08	0	1
395	2013-03-06 01:15:56	2013-04-15 04:28:51	314	Standard Inspection	2013-03-05	0	2
396	2013-03-06 01:35:57	2013-04-15 04:28:51	315	Standard Inspection	2013-03-05	0	1
397	2013-03-07 07:08:07	2013-04-15 04:28:52	316	Standard Inspection	2013-03-06	0	4
398	2013-03-07 07:17:18	2013-04-15 04:28:53	317	Standard Inspection	2013-03-06	3	1
399	2013-03-07 07:38:21	2013-04-15 04:28:54	318	Standard Inspection	2013-03-06	2	4
400	2013-03-07 07:43:22	2013-04-15 04:28:55	319	Standard Inspection	2013-03-06	0	2
401	2013-03-07 08:05:36	2013-04-15 04:28:56	320	Standard Inspection	2013-03-06	0	0
402	2013-03-07 08:06:04	2013-04-15 04:28:57	321	Standard Inspection	2013-03-06	1	1
403	2013-03-07 08:08:18	2013-04-15 04:28:59	322	Standard Inspection	2013-03-06	2	3
404	2013-03-07 08:08:25	2013-04-15 04:28:59	323	Standard Inspection	2013-03-06	0	3
405	2013-03-08 01:01:54	2013-04-15 04:29:00	324	Standard Inspection	2013-03-07	0	1
406	2013-03-08 01:02:32	2013-04-15 04:29:00	325	Standard Inspection	2013-03-07	0	1
407	2013-03-08 01:07:28	2013-04-15 04:29:00	326	Standard Inspection	2013-03-07	0	0
408	2013-03-08 01:20:12	2013-04-15 04:29:00	327	Complaint Inspection	2013-03-07	0	0
409	2013-03-08 01:20:49	2013-04-15 04:29:00	328	Standard Inspection	2013-03-07	0	0
410	2013-03-09 01:13:50	2013-04-15 04:29:00	329	Standard Inspection	2013-03-08	0	1
411	2013-03-09 01:26:44	2013-04-15 04:29:01	330	Standard Inspection	2013-03-08	0	0
412	2013-03-09 01:26:53	2013-04-15 04:29:01	331	Standard Inspection	2013-03-08	0	4
413	2013-03-12 01:07:59	2013-04-15 04:29:02	332	Standard Inspection	2013-03-11	0	1
414	2013-03-12 01:13:51	2013-04-15 04:29:03	333	Standard Inspection	2013-03-08	0	3
415	2013-03-12 01:21:43	2013-04-15 04:29:03	334	Standard Inspection	2013-03-11	0	0
416	2013-03-12 01:26:34	2013-04-15 04:29:05	335	Standard Inspection	2013-03-11	0	3
417	2013-03-12 01:31:59	2013-04-15 04:29:05	336	Standard Inspection	2013-03-11	0	0
418	2013-03-14 01:17:18	2013-04-15 04:29:06	337	Standard and Complaint Inspection	2013-03-13	2	2
419	2013-03-14 01:22:06	2013-04-15 04:29:06	338	Standard Inspection	2013-03-12	0	0
420	2013-03-14 01:23:36	2013-04-15 04:29:06	339	Standard Inspection	2013-03-12	0	1
421	2013-03-14 01:26:47	2013-04-15 04:29:07	340	Standard Inspection	2013-03-12	0	2
422	2013-03-14 01:27:27	2013-04-15 04:29:07	341	Standard Inspection	2013-03-12	1	0
423	2013-03-14 01:29:38	2013-04-15 04:29:07	342	Standard Inspection	2013-03-12	1	2
424	2013-03-15 01:05:52	2013-04-15 04:29:08	343	Standard Inspection	2013-03-14	1	7
425	2013-03-15 01:10:58	2013-04-15 04:29:09	344	Standard Inspection	2013-03-14	0	1
426	2013-03-15 01:13:17	2013-04-15 04:29:10	345	Standard Inspection	2013-03-13	5	1
427	2013-03-15 01:17:33	2013-04-15 04:29:10	346	Standard Inspection	2013-03-13	1	1
428	2013-03-15 01:19:56	2013-04-15 04:29:11	347	Standard Inspection	2013-03-14	0	0
429	2013-03-16 01:13:00	2013-04-15 04:29:11	348	Standard Inspection	2013-03-14	1	2
430	2013-03-16 01:16:53	2013-04-15 04:29:12	349	Standard Inspection	2013-03-14	0	0
431	2013-03-16 01:25:00	2013-04-15 04:29:13	350	Standard Inspection	2013-03-15	4	3
432	2013-03-16 01:27:21	2013-04-15 04:29:13	351	Standard Inspection	2013-03-15	1	0
433	2013-03-19 01:04:40	2013-04-15 04:29:14	352	Standard Inspection	2013-03-18	0	0
434	2013-03-19 01:04:43	2013-04-15 04:29:14	353	Standard Inspection	2013-03-15	1	1
435	2013-03-19 01:07:26	2013-04-15 04:29:15	354	Standard Inspection	2013-03-18	1	0
436	2013-03-19 01:17:56	2013-04-15 04:29:15	355	Standard Inspection	2013-03-18	2	0
437	2013-03-19 01:23:10	2013-04-15 04:29:15	356	Standard Inspection	2013-03-18	0	0
438	2013-03-19 01:40:02	2013-04-15 04:29:16	357	Standard Inspection	2013-03-18	1	1
439	2013-03-20 01:01:34	2013-04-15 04:29:16	358	Standard Inspection	2013-03-19	1	1
440	2013-03-20 01:02:19	2013-04-15 04:29:17	359	Standard Inspection	2013-03-19	0	2
441	2013-03-20 01:05:16	2013-04-15 04:29:17	360	Standard Inspection	2013-03-19	0	2
442	2013-03-20 01:05:36	2013-04-15 04:29:17	361	Standard Inspection	2013-03-19	2	7
443	2013-03-20 01:07:59	2013-04-15 04:29:18	362	Standard Inspection	2013-03-19	2	2
444	2013-03-20 01:10:29	2013-04-15 04:29:19	363	Standard Inspection	2013-03-11	1	1
445	2013-03-20 01:21:46	2013-04-15 04:29:19	364	Standard Inspection	2013-03-19	0	0
446	2013-03-22 01:04:06	2013-04-15 04:29:19	366	Standard and Complaint Inspection	2013-03-20	0	0
447	2013-03-22 01:07:02	2013-04-15 04:29:19	367	Standard Inspection	2013-03-20	0	0
448	2013-03-22 01:07:07	2013-04-15 04:29:20	368	Standard Inspection	2013-03-21	0	0
449	2013-03-22 01:10:19	2013-04-15 04:29:20	369	Standard Inspection	2013-03-21	3	3
450	2013-03-22 01:11:35	2013-04-15 04:29:20	370	Standard Inspection	2013-03-20	0	3
451	2013-03-22 01:12:05	2013-04-15 04:29:21	371	Standard Inspection	2013-03-20	2	5
452	2013-03-22 01:13:24	2013-04-15 04:29:21	372	Standard Inspection	2013-03-20	1	0
453	2013-03-22 01:15:59	2013-04-15 04:29:23	373	Standard Inspection	2013-03-20	4	0
454	2013-03-22 01:17:19	2013-04-15 04:29:23	374	Standard Inspection	2013-03-21	0	0
455	2013-03-22 01:17:52	2013-04-15 04:29:23	375	Standard Inspection	2013-03-21	0	0
456	2013-03-22 01:18:20	2013-04-15 04:29:23	376	Standard Inspection	2013-03-21	0	0
457	2013-03-23 02:26:44	2013-04-15 04:29:24	377	Standard Inspection	2013-03-18	2	0
458	2013-03-26 01:02:27	2013-04-15 04:29:24	378	Standard Inspection	2013-03-25	0	0
459	2013-03-26 01:11:01	2013-04-15 04:29:26	379	Standard Inspection	2013-03-25	2	1
460	2013-03-26 01:11:58	2013-04-15 04:29:27	380	Standard Inspection	2013-03-25	2	3
461	2013-03-26 01:14:20	2013-04-15 04:29:27	381	Standard Inspection	2013-03-25	0	1
462	2013-03-26 01:18:26	2013-04-15 04:29:27	382	Standard Inspection	2013-03-25	1	1
463	2013-03-26 01:19:50	2013-04-15 04:29:28	383	Standard Inspection	2013-03-25	0	0
464	2013-03-27 01:13:53	2013-04-15 04:29:28	384	Standard Inspection	2013-03-26	2	2
465	2013-03-27 01:17:48	2013-04-15 04:29:29	385	Standard Inspection	2013-03-26	4	2
466	2013-03-27 01:19:13	2013-04-15 04:29:29	386	Complaint Inspection	2013-03-26	0	0
467	2013-03-27 01:21:06	2013-04-15 04:29:30	387	Standard Inspection	2013-03-26	0	2
468	2013-03-27 01:22:15	2013-04-15 04:29:32	388	Follow-up Inspection	2013-03-25	0	0
469	2013-03-27 01:22:15	2013-04-15 04:29:32	388	Standard Inspection	2013-03-19	0	1
470	2013-03-27 01:23:16	2013-04-15 04:29:32	390	Standard Inspection	2013-03-26	0	0
471	2013-03-27 01:24:18	2013-04-15 04:29:33	391	Standard Inspection	2013-03-26	0	0
472	2013-03-27 01:28:51	2013-04-15 04:29:33	392	Standard Inspection	2013-03-26	0	0
473	2013-03-27 01:30:02	2013-04-15 04:29:34	393	Standard Inspection	2013-03-26	1	0
474	2013-03-28 01:02:33	2013-04-15 04:29:35	394	Standard Inspection	2013-03-27	1	0
475	2013-03-28 01:07:02	2013-04-15 04:29:36	395	Standard Inspection	2013-03-26	3	2
476	2013-03-28 01:12:27	2013-04-15 04:29:37	396	Standard Inspection	2013-03-27	4	1
477	2013-03-28 01:13:34	2013-04-15 04:29:37	397	Standard Inspection	2013-03-27	0	0
478	2013-03-28 01:15:54	2013-04-15 04:29:37	398	Standard Inspection	2013-03-27	0	0
479	2013-03-28 01:18:10	2013-04-15 04:29:39	399	Standard Inspection	2013-03-27	1	2
480	2013-03-29 01:03:54	2013-04-15 04:29:40	400	Standard Inspection	2013-03-28	0	3
481	2013-03-29 01:11:05	2013-04-15 04:29:40	401	Standard Inspection	2013-03-28	0	3
482	2013-04-01 16:28:36	2013-04-15 04:29:40	403	Standard Inspection	2013-04-01	0	0
483	2013-04-01 16:56:02	2013-04-15 04:29:41	404	Standard Inspection	2013-04-01	1	1
484	2013-04-01 17:06:57	2013-04-15 04:29:41	405	Standard Inspection	2013-04-01	1	1
485	2013-04-03 01:05:35	2013-04-15 04:29:41	407	Standard Inspection	2013-04-02	0	0
486	2013-04-03 01:09:30	2013-04-15 04:29:42	408	Standard Inspection	2013-04-02	3	6
487	2013-04-03 01:21:56	2013-04-15 04:29:44	409	Standard Inspection	2013-04-02	4	6
488	2013-04-03 01:43:06	2013-04-15 04:29:45	410	Standard Inspection	2013-04-02	0	0
489	2013-04-03 01:44:22	2013-04-15 04:29:45	411	Standard Inspection	2013-04-02	0	0
490	2013-04-04 01:55:13	2013-04-15 04:29:45	412	Standard Inspection	2013-04-03	0	3
491	2013-04-04 02:13:55	2013-04-15 04:29:45	413	Standard Inspection	2013-04-03	1	0
492	2013-04-04 02:19:06	2013-04-15 04:29:47	414	Standard Inspection	2013-04-03	0	0
493	2013-04-04 02:19:29	2013-04-15 04:29:47	415	Standard Inspection	2013-04-03	0	0
494	2013-04-04 02:19:55	2013-04-15 04:29:48	416	Standard Inspection	2013-04-03	0	0
495	2013-04-04 02:20:25	2013-04-15 04:29:48	417	Standard Inspection	2013-04-03	0	0
496	2013-04-04 02:21:18	2013-04-15 04:29:49	418	Standard Inspection	2013-04-03	0	0
497	2013-04-04 02:27:15	2013-04-15 04:29:50	419	Standard Inspection	2013-04-03	0	2
498	2013-04-05 01:29:30	2013-04-15 04:29:50	420	Standard Inspection	2013-04-04	0	0
499	2013-04-06 01:11:12	2013-04-15 04:29:50	421	Standard Inspection	2013-04-04	0	0
500	2013-04-06 01:24:42	2013-04-15 04:29:50	422	Standard Inspection	2013-04-05	0	1
501	2013-04-06 01:25:02	2013-04-15 04:29:51	423	Standard Inspection	2013-04-04	1	6
502	2013-04-09 01:10:42	2013-04-15 04:29:52	424	Standard Inspection	2013-04-08	0	0
503	2013-04-09 01:18:29	2013-04-15 04:29:53	425	Standard Inspection	2013-04-08	3	2
504	2013-04-10 01:08:30	2013-04-15 04:29:54	426	Standard Inspection	2013-04-09	0	0
505	2013-04-10 01:10:36	2013-04-15 04:29:54	427	Complaint Inspection	2013-03-29	0	0
506	2013-04-10 01:10:36	2013-04-15 04:29:55	427	Standard and Complaint Inspection	2013-03-14	0	1
507	2013-04-10 01:15:20	2013-04-15 04:29:56	428	Standard Inspection	2013-04-09	0	2
508	2013-04-10 01:21:36	2013-04-15 04:29:56	429	Standard Inspection	2013-04-09	0	1
509	2013-04-10 01:24:04	2013-04-15 04:29:56	430	Standard Inspection	2013-04-09	2	0
510	2013-04-11 01:10:19	2013-04-15 04:29:57	431	Standard Inspection	2013-04-10	0	0
511	2013-04-11 01:16:15	2013-04-15 04:29:57	432	Standard Inspection	2013-04-10	1	4
512	2013-04-11 01:29:48	2013-04-15 04:29:58	433	Standard Inspection	2013-04-10	2	3
513	2013-04-13 01:01:51	2013-04-15 04:29:59	434	Standard Inspection	2013-04-12	3	3
514	2013-04-13 01:05:42	2013-04-15 04:29:59	435	Standard Inspection	2013-04-11	1	4
515	2013-04-13 01:06:52	2013-04-15 04:30:04	436	Standard Inspection	2013-04-11	6	1
516	2013-04-13 01:10:58	2013-04-15 04:30:04	437	Standard Inspection	2013-04-12	1	1
517	2013-04-14 01:04:48	2013-04-15 04:30:07	438	Standard Inspection	2013-04-01	0	1
518	2013-04-14 01:05:36	2013-04-15 04:30:08	439	Standard Inspection	2013-04-05	4	1
519	2013-04-14 01:05:52	2013-04-15 04:30:11	440	Standard Inspection	2013-03-13	2	1
520	2013-04-14 01:06:05	2013-04-15 04:30:13	441	Standard Inspection	2013-04-12	0	0
521	2013-04-14 01:06:10	2013-04-15 04:30:13	442	Standard Inspection	2013-04-04	0	1
522	2013-04-14 01:06:13	2013-04-15 04:30:15	443	Standard Inspection	2013-04-02	0	0
523	2013-04-14 01:06:17	2013-04-15 04:30:15	444	Standard Inspection	2013-03-19	1	1
524	2013-04-14 01:07:23	2013-04-15 04:30:17	445	Standard Inspection	2013-04-11	6	1
525	2013-04-14 01:07:37	2013-04-15 04:30:17	446	Standard Inspection	2013-03-18	0	0
526	2013-04-14 01:07:47	2013-04-15 04:30:18	447	Standard Inspection	2013-03-12	0	1
527	2013-04-14 01:07:55	2013-04-15 04:30:19	448	Standard Inspection	2013-03-06	0	3
528	2013-04-14 01:08:36	2013-04-15 04:30:20	449	Standard Inspection	2013-03-21	0	0
529	2013-04-14 01:09:01	2013-04-15 04:30:21	450	Standard Inspection	2013-03-20	6	4
530	2013-04-14 01:09:09	2013-04-15 04:30:22	451	Complaint Inspection	2013-04-04	0	1
531	2013-04-14 01:09:17	2013-04-15 04:30:23	452	Standard Inspection	2013-04-02	0	0
532	2013-04-14 01:09:35	2013-04-15 04:30:24	453	Standard Inspection	2013-04-03	2	6
533	2013-04-14 01:09:59	2013-04-15 04:30:24	454	Standard Inspection	2013-03-29	1	0
534	2013-04-14 01:10:13	2013-04-15 04:30:24	455	Follow-up Inspection	2013-04-02	0	1
535	2013-04-14 01:10:14	2013-04-15 04:30:24	455	Standard Inspection	2013-03-29	6	5
536	2013-04-14 01:10:23	2013-04-15 04:30:25	456	Standard Inspection	2013-03-05	0	0
537	2013-04-14 01:10:37	2013-04-15 04:30:25	457	Standard Inspection	2013-03-19	1	2
538	2013-04-14 01:10:41	2013-04-15 04:30:26	458	Standard Inspection	2013-03-07	0	3
539	2013-04-14 01:10:47	2013-04-15 04:30:26	459	Follow-up Inspection	2013-04-03	0	1
540	2013-04-14 01:10:47	2013-04-15 04:30:28	459	Standard Inspection	2013-04-02	5	4
541	2013-04-14 01:10:48	2013-04-15 04:30:29	459	Complaint Inspection	2013-03-23	0	0
542	2013-04-14 01:12:09	2013-04-15 04:30:32	460	Standard Inspection	2013-04-11	3	0
543	2013-04-14 01:14:14	2013-04-15 04:30:32	461	Standard Inspection	2013-04-04	1	1
544	2013-04-14 01:14:35	2013-04-15 04:30:32	462	Standard Inspection	2013-04-08	2	0
545	2013-04-14 01:16:48	2013-04-15 04:30:34	463	Standard Inspection	2013-03-06	3	0
546	2013-04-14 01:17:44	2013-04-15 04:30:37	464	Standard Inspection	2013-04-01	0	1
547	2013-04-14 01:18:13	2013-04-15 04:30:37	465	Standard Inspection	2013-04-11	1	0
548	2013-04-14 01:19:44	2013-04-15 04:30:38	466	Standard Inspection	2013-03-27	3	1
549	2013-04-14 01:19:52	2013-04-15 04:30:39	467	Standard Inspection	2013-03-11	0	1
550	2013-04-14 01:19:56	2013-04-15 04:30:39	468	Standard Inspection	2013-03-14	0	0
551	2013-04-14 01:20:35	2013-04-15 04:30:40	469	Standard Inspection	2013-03-21	0	1
552	2013-04-14 01:21:07	2013-04-15 04:30:40	470	Follow-up Inspection	2013-04-11	0	0
553	2013-04-14 01:21:07	2013-04-15 04:30:41	470	Standard Inspection	2013-04-03	1	4
554	2013-04-14 01:21:42	2013-04-15 04:30:41	471	Follow-up Inspection	2013-04-01	0	0
555	2013-04-14 01:21:43	2013-04-15 04:30:42	471	Standard Inspection	2013-03-29	3	1
556	2013-04-14 01:22:01	2013-04-15 04:30:42	472	Standard Inspection	2013-03-21	0	2
557	2013-04-14 01:22:28	2013-04-15 04:30:42	473	Other Inspection	2013-03-29	0	0
558	2013-04-14 01:22:38	2013-04-15 04:30:43	474	Standard Inspection	2013-03-14	0	0
559	2013-04-14 01:22:50	2013-04-15 04:30:44	475	Standard Inspection	2013-03-11	0	0
560	2013-04-14 01:23:35	2013-04-15 04:30:44	476	Standard Inspection	2013-04-13	1	1
561	2013-04-14 01:24:35	2013-04-15 04:30:45	477	Follow-up Inspection	2013-03-28	0	0
562	2013-04-14 01:24:36	2013-04-15 04:30:48	477	Standard Inspection	2013-03-20	6	2
