id	updated_at	exported_at	facility_id	type	date	critical_violations	non_critical_violations
563	2013-04-14 01:24:51	2013-04-15 04:30:49	478	Standard Inspection	2013-03-05	0	0
564	2013-04-14 01:25:26	2013-04-15 04:30:50	479	Follow-up Inspection	2013-03-14	0	0
565	2013-04-14 01:25:26	2013-04-15 04:30:52	479	Standard Inspection	2013-03-13	7	0
566	2013-04-14 01:26:42	2013-04-15 04:30:53	480	Follow-up Inspection	2013-04-09	2	1
567	2013-04-14 01:26:43	2013-04-15 04:30:55	480	Standard Inspection	2013-04-01	13	7
568	2013-04-14 01:28:42	2013-04-15 04:30:56	481	Standard Inspection	2013-04-12	0	5
569	2013-04-14 01:29:08	2013-04-15 04:30:57	482	Follow-up Inspection	2013-04-02	0	0
570	2013-04-14 01:29:08	2013-04-15 04:30:59	482	Standard Inspection	2013-03-26	4	6
571	2013-04-14 01:29:28	2013-04-15 04:31:00	483	Standard Inspection	2013-03-29	2	1
572	2013-04-14 01:29:34	2013-04-15 04:31:01	484	Standard Inspection	2013-03-26	0	2
573	2013-04-14 01:29:54	2013-04-15 04:31:03	485	Standard Inspection	2013-03-26	0	0
574	2013-04-14 01:31:02	2013-04-15 04:31:03	486	Standard Inspection	2013-04-13	0	0
575	2013-04-14 01:31:09	2013-04-15 04:31:04	487	Standard Inspection	2013-04-08	3	0
576	2013-04-14 01:31:17	2013-04-15 04:31:05	488	Standard Inspection	2013-04-08	2	3
577	2013-04-14 01:31:24	2013-04-15 04:31:05	489	Standard Inspection	2013-03-15	0	0
578	2013-04-14 01:31:28	2013-04-15 04:31:06	490	Standard Inspection	2013-03-15	0	0
579	2013-04-14 01:33:37	2013-04-15 04:31:07	491	Standard Inspection	2013-04-01	0	2
580	2013-04-14 01:34:12	2013-04-15 04:31:07	492	Follow-up Inspection	2013-03-29	0	1
581	2013-04-14 01:34:13	2013-04-15 04:31:08	492	Standard Inspection	2013-03-12	0	1
582	2013-04-14 01:34:54	2013-04-15 04:31:09	493	Standard Inspection	2013-04-10	0	3
583	2013-04-14 01:34:58	2013-04-15 04:31:09	494	Follow-up Inspection	2013-03-29	0	2
584	2013-04-14 01:34:58	2013-04-15 04:31:10	494	Standard Inspection	2013-03-27	5	5
585	2013-04-14 01:35:33	2013-04-15 04:31:10	495	Follow-up Inspection	2013-03-20	0	0
586	2013-04-14 01:35:33	2013-04-15 04:31:12	495	Standard Inspection	2013-03-12	3	0
587	2013-04-14 01:36:26	2013-04-15 04:31:13	496	Follow-up Inspection	2013-04-09	0	1
588	2013-04-14 01:36:27	2013-04-15 04:31:13	496	Follow-up Inspection	2013-04-02	2	0
589	2013-04-14 01:36:27	2013-04-15 04:31:15	496	Standard Inspection	2013-03-22	5	1
590	2013-04-14 01:39:17	2013-04-15 04:31:17	497	Follow-up Inspection	2013-04-03	0	1
591	2013-04-14 01:39:17	2013-04-15 04:31:18	497	Standard Inspection	2013-04-01	2	2
592	2013-04-14 01:39:32	2013-04-15 04:31:18	498	Standard Inspection	2013-04-13	0	1
593	2013-04-14 01:39:35	2013-04-15 04:31:20	499	Standard Inspection	2013-04-02	0	0
594	2013-04-16 01:21:19	2013-04-16 06:01:17	500	Standard Inspection	2013-04-12	2	1
595	2013-04-17 01:03:26	2013-04-17 06:06:10	501	Standard Inspection	2013-04-15	0	0
596	2013-04-17 01:04:19	2013-04-17 06:06:27	502	Standard Inspection	2013-04-15	3	1
597	2013-04-17 01:06:47	2013-04-17 06:06:35	503	Standard Inspection	2013-04-15	0	1
598	2013-04-17 01:06:55	2013-04-17 06:06:38	504	Standard Inspection	2013-04-15	0	1
599	2013-04-17 01:08:40	2013-04-17 06:06:41	505	Standard Inspection	2013-04-15	1	1
600	2013-04-17 01:08:43	2013-04-17 06:06:42	506	Standard Inspection	2013-04-15	0	0
601	2013-04-17 01:12:09	2013-04-17 06:06:44	507	Standard Inspection	2013-04-15	0	0
602	2013-04-17 01:19:32	2013-04-17 06:06:45	508	Standard Inspection	2013-04-15	1	0
603	2013-04-17 01:20:06	2013-04-17 06:06:47	509	Standard Inspection	2013-04-15	2	2
604	2013-04-17 01:20:49	2013-04-17 06:06:49	510	Standard Inspection	2013-04-15	0	1
605	2013-04-17 01:21:52	2013-04-17 06:06:50	511	Standard and Complaint Inspection	2013-04-15	1	1
